"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7682","searchDropDownShouldShowDefaultMessagesTest()","","2026-06-01","failed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShouldShowDefaultMessagesTest"
"","2627","searchPanelActivateAndCloseTest()","","2026-06-01","passed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelActivateAndCloseTest"
"","13529","searchPatientClickSearchButtonTest()","","2026-06-01","passed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchPatientClickSearchButtonTest"
"","6282","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-06-01","passed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","6957","startVisitAndClickCancelShouldKeepModalOpen()","","2026-06-01","passed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","6517","searchPatientClickEnterTest()","","2026-06-01","passed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchPatientClickEnterTest"
"","8920","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-06-01","passed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","16305","endVisit()","","2026-06-01","failed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","endVisit"
"","2330","adminCanSetClinicMemorisedTest()","","2026-06-01","passed","2026-06-01","","ui.LoginTest","ui.LoginTest","adminCanSetClinicMemorisedTest"
"","5601","wrongAdminPasswordLoginTest(AdminLogin)","","2026-06-01","failed","2026-06-01","","ui.LoginTest","ui.LoginTest","wrongAdminPasswordLoginTest"
"","10067","searchInputFieldPopulatedWithTextAndThenClearedTest()","","2026-06-01","failed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputFieldPopulatedWithTextAndThenClearedTest"
"","4205","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-06-01","passed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","8326","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-06-01","passed","2026-06-01","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","699","firstPageNoUserNameLoginTest()","","2026-06-01","passed","2026-06-01","","ui.LoginTest","ui.LoginTest","firstPageNoUserNameLoginTest"
"","1598","adminCanLoginClinicMemorisedTest(AdminLogin)","","2026-06-01","passed","2026-06-01","","ui.LoginTest","ui.LoginTest","adminCanLoginClinicMemorisedTest"
"","5503","adminCanLoginTest(AdminLogin)","","2026-06-01","failed","2026-06-01","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","5368","searchDropdownShouldShowCorrectResultsTest()","","2026-06-01","passed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShouldShowCorrectResultsTest"
"","5540","startVisit()","","2026-06-01","passed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","startVisit"
"","4072","searchPanelActivateEnterSearchStringAndCloseTest()","","2026-06-01","passed","2026-06-01","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelActivateEnterSearchStringAndCloseTest"
"","4908","startVisitWithoutVisitTypeShouldShowError()","","2026-06-01","passed","2026-06-01","","ui.StartVisitTest","ui.StartVisitTest","startVisitWithoutVisitTypeShouldShowError"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-06-01","skipped","2026-06-01","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","6504","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-06-01","passed","2026-06-01","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
