"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5727","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-06-03","passed","2026-06-03","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
"","15594","endVisit()","","2026-06-03","failed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","endVisit"
"","2111","adminCanSetClinicMemorisedTest()","","2026-06-03","passed","2026-06-03","","ui.LoginTest","ui.LoginTest","adminCanSetClinicMemorisedTest"
"","5575","wrongAdminPasswordLoginTest(AdminLogin)","","2026-06-03","failed","2026-06-03","","ui.LoginTest","ui.LoginTest","wrongAdminPasswordLoginTest"
"","7634","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-06-03","passed","2026-06-03","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","6660","startVisitAndClickCancelShouldKeepModalOpen()","","2026-06-03","passed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","5443","adminCanLoginTest(AdminLogin)","","2026-06-03","failed","2026-06-03","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","3759","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-06-03","passed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","12079","searchPatientClickSearchButtonTest()","","2026-06-03","passed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchPatientClickSearchButtonTest"
"","4451","startVisitWithoutVisitTypeShouldShowError()","","2026-06-03","passed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","startVisitWithoutVisitTypeShouldShowError"
"","7387","searchDropDownShouldShowDefaultMessagesTest()","","2026-06-03","failed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShouldShowDefaultMessagesTest"
"","3930","searchPanelActivateEnterSearchStringAndCloseTest()","","2026-06-03","passed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelActivateEnterSearchStringAndCloseTest"
"","9768","searchInputFieldPopulatedWithTextAndThenClearedTest()","","2026-06-03","failed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputFieldPopulatedWithTextAndThenClearedTest"
"","4731","startVisit()","","2026-06-03","passed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","startVisit"
"","2526","searchPanelActivateAndCloseTest()","","2026-06-03","passed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelActivateAndCloseTest"
"","4999","searchDropdownShouldShowCorrectResultsTest()","","2026-06-03","passed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShouldShowCorrectResultsTest"
"","1312","adminCanLoginClinicMemorisedTest(AdminLogin)","","2026-06-03","passed","2026-06-03","","ui.LoginTest","ui.LoginTest","adminCanLoginClinicMemorisedTest"
"","5374","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-06-03","passed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-06-03","skipped","2026-06-03","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","6338","searchPatientClickEnterTest()","","2026-06-03","passed","2026-06-03","","ui.SearchPatientTest","ui.SearchPatientTest","searchPatientClickEnterTest"
"","652","firstPageNoUserNameLoginTest()","","2026-06-03","passed","2026-06-03","","ui.LoginTest","ui.LoginTest","firstPageNoUserNameLoginTest"
"","8236","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-06-03","passed","2026-06-03","","ui.StartVisitTest","ui.StartVisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
